illusion_strength,pse,sigma,pse_se,sigma_se,fit_success,note
-17.5,0.0,0.1,0.0,0.0,True,
-15.0,0.0,0.1,0.0,0.0,True,
-12.5,0.0,0.1,0.0,0.0,True,
-10.0,0.0,0.1,0.0,0.0,True,
-7.5,0.0,0.1,0.0,0.0,True,
-5.0,0.0,0.1,0.0,0.0,True,
-2.5,0.0,0.1,0.0,0.0,True,
0.0,0.0,0.1,0.0,0.0,True,
2.5,0.0,0.1,0.0,0.0,True,
5.0,0.0,0.1,0.0,0.0,True,
7.5,0.0,0.1,0.0,0.0,True,
10.0,0.0,0.1,0.0,0.0,True,
12.5,0.0,0.1,0.0,0.0,True,
15.0,0.0,0.1,0.0,0.0,True,
17.5,0.0,0.1,0.0,0.0,True,
