illusion_strength,true_diff,n_trials,n_positive,prop_positive,illusion,strength_sign_flipped,shared,species,k_abs,direction
-66.5,0.611,30,30,1.0,VerticalHorizontal,False,False,gpt-5.2,,
-66.5,0.7,100,100,1.0,VerticalHorizontal,False,False,gpt-5.2,,
-57.0,-0.24,100,0,0.0,VerticalHorizontal,False,True,gpt-5.2,6.0,-1.0
-57.0,-0.19772,100,0,0.0,VerticalHorizontal,False,False,gpt-5.2,,
-57.0,-0.15953,100,0,0.0,VerticalHorizontal,False,True,gpt-5.2,6.0,-1.0
-57.0,-0.12544,100,0,0.0,VerticalHorizontal,False,False,gpt-5.2,,
-57.0,-0.09544,100,0,0.0,VerticalHorizontal,False,True,gpt-5.2,6.0,-1.0
-57.0,-0.06953,100,0,0.0,VerticalHorizontal,False,False,gpt-5.2,,
-57.0,-0.04772,100,0,0.0,VerticalHorizontal,False,True,gpt-5.2,6.0,-1.0
-57.0,-0.03,100,0,0.0,VerticalHorizontal,False,False,gpt-5.2,,
-57.0,0.03,100,89,0.89,VerticalHorizontal,False,False,gpt-5.2,,
-57.0,0.04772,100,99,0.99,VerticalHorizontal,False,True,gpt-5.2,6.0,1.0
-57.0,0.06953,100,98,0.98,VerticalHorizontal,False,False,gpt-5.2,,
-57.0,0.09544,100,95,0.95,VerticalHorizontal,False,True,gpt-5.2,6.0,1.0
-57.0,0.12544,100,100,1.0,VerticalHorizontal,False,False,gpt-5.2,,
-57.0,0.15953,100,98,0.98,VerticalHorizontal,False,True,gpt-5.2,6.0,1.0
-57.0,0.19772,100,99,0.99,VerticalHorizontal,False,False,gpt-5.2,,
-57.0,0.24,100,100,1.0,VerticalHorizontal,False,True,gpt-5.2,6.0,1.0
-57.0,0.277,30,30,1.0,VerticalHorizontal,False,False,gpt-5.2,,
-57.0,0.32,100,100,1.0,VerticalHorizontal,False,False,gpt-5.2,,
-57.0,0.369,30,30,1.0,VerticalHorizontal,False,False,gpt-5.2,,
-57.0,0.42,100,100,1.0,VerticalHorizontal,False,False,gpt-5.2,,
-57.0,0.475,30,30,1.0,VerticalHorizontal,False,False,gpt-5.2,,
-57.0,0.54,100,100,1.0,VerticalHorizontal,False,False,gpt-5.2,,
-57.0,0.611,30,30,1.0,VerticalHorizontal,False,False,gpt-5.2,,
-57.0,0.7,100,100,1.0,VerticalHorizontal,False,False,gpt-5.2,,
-47.5,-0.24,100,0,0.0,VerticalHorizontal,False,False,gpt-5.2,,
-47.5,-0.19772,100,0,0.0,VerticalHorizontal,False,True,gpt-5.2,5.0,-1.0
-47.5,-0.15953,100,0,0.0,VerticalHorizontal,False,False,gpt-5.2,,
-47.5,-0.12544,100,0,0.0,VerticalHorizontal,False,True,gpt-5.2,5.0,-1.0
-47.5,-0.09544,100,0,0.0,VerticalHorizontal,False,False,gpt-5.2,,
-47.5,-0.06953,100,0,0.0,VerticalHorizontal,False,True,gpt-5.2,5.0,-1.0
-47.5,-0.04772,100,0,0.0,VerticalHorizontal,False,False,gpt-5.2,,
-47.5,-0.03,100,0,0.0,VerticalHorizontal,False,True,gpt-5.2,5.0,-1.0
-47.5,0.03,100,100,1.0,VerticalHorizontal,False,True,gpt-5.2,5.0,1.0
-47.5,0.04772,100,97,0.97,VerticalHorizontal,False,False,gpt-5.2,,
-47.5,0.06953,100,77,0.77,VerticalHorizontal,False,True,gpt-5.2,5.0,1.0
-47.5,0.09544,100,100,1.0,VerticalHorizontal,False,False,gpt-5.2,,
-47.5,0.12544,100,100,1.0,VerticalHorizontal,False,True,gpt-5.2,5.0,1.0
-47.5,0.15953,100,97,0.97,VerticalHorizontal,False,False,gpt-5.2,,
-47.5,0.19772,100,100,1.0,VerticalHorizontal,False,True,gpt-5.2,5.0,1.0
-47.5,0.24,100,100,1.0,VerticalHorizontal,False,False,gpt-5.2,,
-47.5,0.277,30,30,1.0,VerticalHorizontal,False,False,gpt-5.2,,
-47.5,0.32,100,100,1.0,VerticalHorizontal,False,False,gpt-5.2,,
-47.5,0.369,30,30,1.0,VerticalHorizontal,False,False,gpt-5.2,,
-47.5,0.42,100,100,1.0,VerticalHorizontal,False,False,gpt-5.2,,
-47.5,0.475,30,30,1.0,VerticalHorizontal,False,False,gpt-5.2,,
-47.5,0.54,100,100,1.0,VerticalHorizontal,False,False,gpt-5.2,,
-47.5,0.611,30,30,1.0,VerticalHorizontal,False,False,gpt-5.2,,
-47.5,0.7,100,100,1.0,VerticalHorizontal,False,False,gpt-5.2,,
-38.0,-0.24,100,0,0.0,VerticalHorizontal,False,True,gpt-5.2,4.0,-1.0
-38.0,-0.19772,100,0,0.0,VerticalHorizontal,False,False,gpt-5.2,,
-38.0,-0.15953,100,0,0.0,VerticalHorizontal,False,True,gpt-5.2,4.0,-1.0
-38.0,-0.12544,100,0,0.0,VerticalHorizontal,False,False,gpt-5.2,,
-38.0,-0.09544,100,0,0.0,VerticalHorizontal,False,True,gpt-5.2,4.0,-1.0
-38.0,-0.06953,100,0,0.0,VerticalHorizontal,False,False,gpt-5.2,,
-38.0,-0.04772,100,0,0.0,VerticalHorizontal,False,True,gpt-5.2,4.0,-1.0
-38.0,-0.03,100,0,0.0,VerticalHorizontal,False,False,gpt-5.2,,
-38.0,0.03,100,94,0.94,VerticalHorizontal,False,False,gpt-5.2,,
-38.0,0.04772,100,90,0.9,VerticalHorizontal,False,True,gpt-5.2,4.0,1.0
-38.0,0.06953,100,100,1.0,VerticalHorizontal,False,False,gpt-5.2,,
-38.0,0.09544,100,64,0.64,VerticalHorizontal,False,True,gpt-5.2,4.0,1.0
-38.0,0.12544,100,98,0.98,VerticalHorizontal,False,False,gpt-5.2,,
-38.0,0.15953,100,100,1.0,VerticalHorizontal,False,True,gpt-5.2,4.0,1.0
-38.0,0.19772,100,100,1.0,VerticalHorizontal,False,False,gpt-5.2,,
-38.0,0.24,100,100,1.0,VerticalHorizontal,False,True,gpt-5.2,4.0,1.0
-38.0,0.277,30,30,1.0,VerticalHorizontal,False,False,gpt-5.2,,
-38.0,0.32,100,100,1.0,VerticalHorizontal,False,False,gpt-5.2,,
-38.0,0.369,30,30,1.0,VerticalHorizontal,False,False,gpt-5.2,,
-38.0,0.42,100,100,1.0,VerticalHorizontal,False,False,gpt-5.2,,
-38.0,0.475,30,30,1.0,VerticalHorizontal,False,False,gpt-5.2,,
-38.0,0.54,100,100,1.0,VerticalHorizontal,False,False,gpt-5.2,,
-38.0,0.611,30,30,1.0,VerticalHorizontal,False,False,gpt-5.2,,
-38.0,0.7,100,100,1.0,VerticalHorizontal,False,False,gpt-5.2,,
-28.5,-0.24,100,0,0.0,VerticalHorizontal,False,False,gpt-5.2,,
-28.5,-0.19772,100,0,0.0,VerticalHorizontal,False,True,gpt-5.2,3.0,-1.0
-28.5,-0.15953,100,0,0.0,VerticalHorizontal,False,False,gpt-5.2,,
-28.5,-0.12544,100,0,0.0,VerticalHorizontal,False,True,gpt-5.2,3.0,-1.0
-28.5,-0.09544,100,0,0.0,VerticalHorizontal,False,False,gpt-5.2,,
-28.5,-0.06953,100,0,0.0,VerticalHorizontal,False,True,gpt-5.2,3.0,-1.0
-28.5,-0.04772,100,0,0.0,VerticalHorizontal,False,False,gpt-5.2,,
-28.5,-0.03,100,0,0.0,VerticalHorizontal,False,True,gpt-5.2,3.0,-1.0
-28.5,0.03,100,100,1.0,VerticalHorizontal,False,True,gpt-5.2,3.0,1.0
-28.5,0.04772,100,100,1.0,VerticalHorizontal,False,False,gpt-5.2,,
-28.5,0.06953,100,100,1.0,VerticalHorizontal,False,True,gpt-5.2,3.0,1.0
-28.5,0.09544,100,100,1.0,VerticalHorizontal,False,False,gpt-5.2,,
-28.5,0.12544,100,100,1.0,VerticalHorizontal,False,True,gpt-5.2,3.0,1.0
-28.5,0.15953,100,100,1.0,VerticalHorizontal,False,False,gpt-5.2,,
-28.5,0.19772,100,100,1.0,VerticalHorizontal,False,True,gpt-5.2,3.0,1.0
-28.5,0.24,100,100,1.0,VerticalHorizontal,False,False,gpt-5.2,,
-28.5,0.277,30,30,1.0,VerticalHorizontal,False,False,gpt-5.2,,
-28.5,0.32,100,100,1.0,VerticalHorizontal,False,False,gpt-5.2,,
-28.5,0.369,30,30,1.0,VerticalHorizontal,False,False,gpt-5.2,,
-28.5,0.42,100,100,1.0,VerticalHorizontal,False,False,gpt-5.2,,
-28.5,0.475,30,30,1.0,VerticalHorizontal,False,False,gpt-5.2,,
-28.5,0.54,100,100,1.0,VerticalHorizontal,False,False,gpt-5.2,,
-28.5,0.611,30,30,1.0,VerticalHorizontal,False,False,gpt-5.2,,
-28.5,0.7,100,100,1.0,VerticalHorizontal,False,False,gpt-5.2,,
-19.0,-0.24,100,0,0.0,VerticalHorizontal,False,True,gpt-5.2,2.0,-1.0
-19.0,-0.19772,100,0,0.0,VerticalHorizontal,False,False,gpt-5.2,,
-19.0,-0.15953,100,0,0.0,VerticalHorizontal,False,True,gpt-5.2,2.0,-1.0
-19.0,-0.12544,100,0,0.0,VerticalHorizontal,False,False,gpt-5.2,,
-19.0,-0.09544,100,0,0.0,VerticalHorizontal,False,True,gpt-5.2,2.0,-1.0
-19.0,-0.06953,100,0,0.0,VerticalHorizontal,False,False,gpt-5.2,,
-19.0,-0.04772,100,0,0.0,VerticalHorizontal,False,True,gpt-5.2,2.0,-1.0
-19.0,-0.03,100,0,0.0,VerticalHorizontal,False,False,gpt-5.2,,
-19.0,0.03,100,100,1.0,VerticalHorizontal,False,False,gpt-5.2,,
-19.0,0.04772,100,100,1.0,VerticalHorizontal,False,True,gpt-5.2,2.0,1.0
-19.0,0.06953,100,100,1.0,VerticalHorizontal,False,False,gpt-5.2,,
-19.0,0.09544,100,100,1.0,VerticalHorizontal,False,True,gpt-5.2,2.0,1.0
-19.0,0.12544,100,100,1.0,VerticalHorizontal,False,False,gpt-5.2,,
-19.0,0.15953,100,100,1.0,VerticalHorizontal,False,True,gpt-5.2,2.0,1.0
-19.0,0.19772,100,100,1.0,VerticalHorizontal,False,False,gpt-5.2,,
-19.0,0.24,100,100,1.0,VerticalHorizontal,False,True,gpt-5.2,2.0,1.0
-19.0,0.277,30,30,1.0,VerticalHorizontal,False,False,gpt-5.2,,
-19.0,0.32,100,100,1.0,VerticalHorizontal,False,False,gpt-5.2,,
-19.0,0.369,30,30,1.0,VerticalHorizontal,False,False,gpt-5.2,,
-19.0,0.42,100,100,1.0,VerticalHorizontal,False,False,gpt-5.2,,
-19.0,0.475,30,30,1.0,VerticalHorizontal,False,False,gpt-5.2,,
-19.0,0.54,100,100,1.0,VerticalHorizontal,False,False,gpt-5.2,,
-19.0,0.611,30,30,1.0,VerticalHorizontal,False,False,gpt-5.2,,
-19.0,0.7,100,100,1.0,VerticalHorizontal,False,False,gpt-5.2,,
-9.5,-0.24,100,0,0.0,VerticalHorizontal,False,False,gpt-5.2,,
-9.5,-0.19772,100,0,0.0,VerticalHorizontal,False,True,gpt-5.2,1.0,-1.0
-9.5,-0.15953,100,0,0.0,VerticalHorizontal,False,False,gpt-5.2,,
-9.5,-0.12544,100,0,0.0,VerticalHorizontal,False,True,gpt-5.2,1.0,-1.0
-9.5,-0.09544,100,0,0.0,VerticalHorizontal,False,False,gpt-5.2,,
-9.5,-0.06953,100,0,0.0,VerticalHorizontal,False,True,gpt-5.2,1.0,-1.0
-9.5,-0.04772,100,0,0.0,VerticalHorizontal,False,False,gpt-5.2,,
-9.5,-0.03,100,0,0.0,VerticalHorizontal,False,True,gpt-5.2,1.0,-1.0
-9.5,0.03,100,100,1.0,VerticalHorizontal,False,True,gpt-5.2,1.0,1.0
-9.5,0.04772,100,100,1.0,VerticalHorizontal,False,False,gpt-5.2,,
-9.5,0.06953,100,100,1.0,VerticalHorizontal,False,True,gpt-5.2,1.0,1.0
-9.5,0.09544,100,100,1.0,VerticalHorizontal,False,False,gpt-5.2,,
-9.5,0.12544,100,100,1.0,VerticalHorizontal,False,True,gpt-5.2,1.0,1.0
-9.5,0.15953,100,100,1.0,VerticalHorizontal,False,False,gpt-5.2,,
-9.5,0.19772,100,100,1.0,VerticalHorizontal,False,True,gpt-5.2,1.0,1.0
-9.5,0.24,100,100,1.0,VerticalHorizontal,False,False,gpt-5.2,,
-9.5,0.277,30,30,1.0,VerticalHorizontal,False,False,gpt-5.2,,
-9.5,0.32,100,100,1.0,VerticalHorizontal,False,False,gpt-5.2,,
-9.5,0.369,30,30,1.0,VerticalHorizontal,False,False,gpt-5.2,,
-9.5,0.42,100,100,1.0,VerticalHorizontal,False,False,gpt-5.2,,
-9.5,0.475,30,30,1.0,VerticalHorizontal,False,False,gpt-5.2,,
-9.5,0.54,100,100,1.0,VerticalHorizontal,False,False,gpt-5.2,,
-9.5,0.611,30,30,1.0,VerticalHorizontal,False,False,gpt-5.2,,
-9.5,0.7,100,100,1.0,VerticalHorizontal,False,False,gpt-5.2,,
0.0,-0.24,100,0,0.0,VerticalHorizontal,False,True,gpt-5.2,,
0.0,-0.19772,100,0,0.0,VerticalHorizontal,False,True,gpt-5.2,,
0.0,-0.15953,100,0,0.0,VerticalHorizontal,False,True,gpt-5.2,,
0.0,-0.12544,100,0,0.0,VerticalHorizontal,False,True,gpt-5.2,,
0.0,-0.09544,100,0,0.0,VerticalHorizontal,False,True,gpt-5.2,,
0.0,-0.06953,100,0,0.0,VerticalHorizontal,False,True,gpt-5.2,,
0.0,-0.04772,100,11,0.11,VerticalHorizontal,False,True,gpt-5.2,,
0.0,-0.03,100,0,0.0,VerticalHorizontal,False,True,gpt-5.2,,
0.0,0.03,100,96,0.96,VerticalHorizontal,False,True,gpt-5.2,,
0.0,0.04772,100,100,1.0,VerticalHorizontal,False,True,gpt-5.2,,
0.0,0.06953,100,100,1.0,VerticalHorizontal,False,True,gpt-5.2,,
0.0,0.09544,100,100,1.0,VerticalHorizontal,False,True,gpt-5.2,,
0.0,0.12544,100,100,1.0,VerticalHorizontal,False,True,gpt-5.2,,
0.0,0.15953,100,100,1.0,VerticalHorizontal,False,True,gpt-5.2,,
0.0,0.19772,100,100,1.0,VerticalHorizontal,False,True,gpt-5.2,,
0.0,0.24,100,100,1.0,VerticalHorizontal,False,True,gpt-5.2,,
0.0,0.277,30,30,1.0,VerticalHorizontal,False,False,gpt-5.2,,
0.0,0.32,100,100,1.0,VerticalHorizontal,False,False,gpt-5.2,,
0.0,0.369,30,30,1.0,VerticalHorizontal,False,False,gpt-5.2,,
0.0,0.42,100,100,1.0,VerticalHorizontal,False,False,gpt-5.2,,
0.0,0.475,30,30,1.0,VerticalHorizontal,False,False,gpt-5.2,,
0.0,0.54,100,100,1.0,VerticalHorizontal,False,False,gpt-5.2,,
0.0,0.611,30,30,1.0,VerticalHorizontal,False,False,gpt-5.2,,
0.0,0.7,100,100,1.0,VerticalHorizontal,False,False,gpt-5.2,,
4.75,-0.24,50,0,0.0,VerticalHorizontal,False,False,gpt-5.2,,
4.75,-0.19772,50,0,0.0,VerticalHorizontal,False,False,gpt-5.2,,
4.75,-0.15953,50,0,0.0,VerticalHorizontal,False,False,gpt-5.2,,
4.75,-0.12544,50,0,0.0,VerticalHorizontal,False,False,gpt-5.2,,
4.75,-0.09544,50,0,0.0,VerticalHorizontal,False,False,gpt-5.2,,
4.75,-0.06953,50,0,0.0,VerticalHorizontal,False,False,gpt-5.2,,
4.75,-0.04772,50,1,0.02,VerticalHorizontal,False,False,gpt-5.2,,
4.75,-0.03,50,32,0.64,VerticalHorizontal,False,False,gpt-5.2,,
4.75,0.03,50,3,0.06,VerticalHorizontal,False,False,gpt-5.2,,
4.75,0.04772,50,0,0.0,VerticalHorizontal,False,False,gpt-5.2,,
4.75,0.06953,50,0,0.0,VerticalHorizontal,False,False,gpt-5.2,,
4.75,0.09544,50,1,0.02,VerticalHorizontal,False,False,gpt-5.2,,
4.75,0.12544,50,49,0.98,VerticalHorizontal,False,False,gpt-5.2,,
4.75,0.15953,50,37,0.74,VerticalHorizontal,False,False,gpt-5.2,,
4.75,0.19772,50,50,1.0,VerticalHorizontal,False,False,gpt-5.2,,
4.75,0.24,50,50,1.0,VerticalHorizontal,False,False,gpt-5.2,,
4.75,0.32,50,50,1.0,VerticalHorizontal,False,False,gpt-5.2,,
4.75,0.42,50,50,1.0,VerticalHorizontal,False,False,gpt-5.2,,
4.75,0.54,50,50,1.0,VerticalHorizontal,False,False,gpt-5.2,,
4.75,0.7,50,50,1.0,VerticalHorizontal,False,False,gpt-5.2,,
9.5,-0.24,100,0,0.0,VerticalHorizontal,False,False,gpt-5.2,,
9.5,-0.19772,100,0,0.0,VerticalHorizontal,False,True,gpt-5.2,1.0,1.0
9.5,-0.15953,100,0,0.0,VerticalHorizontal,False,False,gpt-5.2,,
9.5,-0.12544,100,0,0.0,VerticalHorizontal,False,True,gpt-5.2,1.0,1.0
9.5,-0.09544,100,0,0.0,VerticalHorizontal,False,False,gpt-5.2,,
9.5,-0.06953,100,0,0.0,VerticalHorizontal,False,True,gpt-5.2,1.0,1.0
9.5,-0.04772,100,55,0.55,VerticalHorizontal,False,False,gpt-5.2,,
9.5,-0.03,100,19,0.19,VerticalHorizontal,False,True,gpt-5.2,1.0,1.0
9.5,0.03,100,0,0.0,VerticalHorizontal,False,True,gpt-5.2,1.0,-1.0
9.5,0.04772,100,0,0.0,VerticalHorizontal,False,False,gpt-5.2,,
9.5,0.06953,100,0,0.0,VerticalHorizontal,False,True,gpt-5.2,1.0,-1.0
9.5,0.09544,100,0,0.0,VerticalHorizontal,False,False,gpt-5.2,,
9.5,0.12544,100,4,0.04,VerticalHorizontal,False,True,gpt-5.2,1.0,-1.0
9.5,0.15953,100,22,0.22,VerticalHorizontal,False,False,gpt-5.2,,
9.5,0.19772,100,47,0.47,VerticalHorizontal,False,True,gpt-5.2,1.0,-1.0
9.5,0.24,100,96,0.96,VerticalHorizontal,False,False,gpt-5.2,,
9.5,0.277,30,29,0.9666666666666668,VerticalHorizontal,False,False,gpt-5.2,,
9.5,0.32,100,100,1.0,VerticalHorizontal,False,False,gpt-5.2,,
9.5,0.369,30,30,1.0,VerticalHorizontal,False,False,gpt-5.2,,
9.5,0.42,100,100,1.0,VerticalHorizontal,False,False,gpt-5.2,,
9.5,0.475,30,30,1.0,VerticalHorizontal,False,False,gpt-5.2,,
9.5,0.54,100,100,1.0,VerticalHorizontal,False,False,gpt-5.2,,
9.5,0.611,30,30,1.0,VerticalHorizontal,False,False,gpt-5.2,,
9.5,0.7,100,100,1.0,VerticalHorizontal,False,False,gpt-5.2,,
14.25,-0.24,50,0,0.0,VerticalHorizontal,False,False,gpt-5.2,,
14.25,-0.19772,50,0,0.0,VerticalHorizontal,False,False,gpt-5.2,,
14.25,-0.15953,50,0,0.0,VerticalHorizontal,False,False,gpt-5.2,,
14.25,-0.12544,50,0,0.0,VerticalHorizontal,False,False,gpt-5.2,,
14.25,-0.09544,50,0,0.0,VerticalHorizontal,False,False,gpt-5.2,,
14.25,-0.06953,50,10,0.2,VerticalHorizontal,False,False,gpt-5.2,,
14.25,-0.04772,50,50,1.0,VerticalHorizontal,False,False,gpt-5.2,,
14.25,-0.03,50,50,1.0,VerticalHorizontal,False,False,gpt-5.2,,
14.25,0.03,50,0,0.0,VerticalHorizontal,False,False,gpt-5.2,,
14.25,0.04772,50,0,0.0,VerticalHorizontal,False,False,gpt-5.2,,
14.25,0.06953,50,0,0.0,VerticalHorizontal,False,False,gpt-5.2,,
14.25,0.09544,50,0,0.0,VerticalHorizontal,False,False,gpt-5.2,,
14.25,0.12544,50,2,0.04,VerticalHorizontal,False,False,gpt-5.2,,
14.25,0.15953,50,2,0.04,VerticalHorizontal,False,False,gpt-5.2,,
14.25,0.19772,50,22,0.44,VerticalHorizontal,False,False,gpt-5.2,,
14.25,0.24,50,49,0.98,VerticalHorizontal,False,False,gpt-5.2,,
14.25,0.32,50,50,1.0,VerticalHorizontal,False,False,gpt-5.2,,
14.25,0.42,50,50,1.0,VerticalHorizontal,False,False,gpt-5.2,,
14.25,0.54,50,50,1.0,VerticalHorizontal,False,False,gpt-5.2,,
14.25,0.7,50,50,1.0,VerticalHorizontal,False,False,gpt-5.2,,
19.0,-0.24,100,0,0.0,VerticalHorizontal,False,True,gpt-5.2,2.0,1.0
19.0,-0.19772,100,0,0.0,VerticalHorizontal,False,False,gpt-5.2,,
19.0,-0.15953,100,0,0.0,VerticalHorizontal,False,True,gpt-5.2,2.0,1.0
19.0,-0.12544,100,21,0.21,VerticalHorizontal,False,False,gpt-5.2,,
19.0,-0.09544,100,57,0.57,VerticalHorizontal,False,True,gpt-5.2,2.0,1.0
19.0,-0.06953,100,91,0.91,VerticalHorizontal,False,False,gpt-5.2,,
19.0,-0.04772,100,100,1.0,VerticalHorizontal,False,True,gpt-5.2,2.0,1.0
19.0,-0.03,100,100,1.0,VerticalHorizontal,False,False,gpt-5.2,,
19.0,0.03,100,11,0.11,VerticalHorizontal,False,False,gpt-5.2,,
19.0,0.04772,100,2,0.02,VerticalHorizontal,False,True,gpt-5.2,2.0,-1.0
19.0,0.06953,100,1,0.01,VerticalHorizontal,False,False,gpt-5.2,,
19.0,0.09544,100,33,0.33,VerticalHorizontal,False,True,gpt-5.2,2.0,-1.0
19.0,0.12544,100,35,0.35,VerticalHorizontal,False,False,gpt-5.2,,
19.0,0.15953,100,70,0.7,VerticalHorizontal,False,True,gpt-5.2,2.0,-1.0
19.0,0.19772,100,68,0.68,VerticalHorizontal,False,False,gpt-5.2,,
19.0,0.24,100,94,0.94,VerticalHorizontal,False,True,gpt-5.2,2.0,-1.0
19.0,0.277,30,25,0.8333333333333334,VerticalHorizontal,False,False,gpt-5.2,,
19.0,0.32,100,99,0.99,VerticalHorizontal,False,False,gpt-5.2,,
19.0,0.369,30,30,1.0,VerticalHorizontal,False,False,gpt-5.2,,
19.0,0.42,100,100,1.0,VerticalHorizontal,False,False,gpt-5.2,,
19.0,0.475,30,30,1.0,VerticalHorizontal,False,False,gpt-5.2,,
19.0,0.54,100,100,1.0,VerticalHorizontal,False,False,gpt-5.2,,
19.0,0.611,30,30,1.0,VerticalHorizontal,False,False,gpt-5.2,,
19.0,0.7,100,100,1.0,VerticalHorizontal,False,False,gpt-5.2,,
23.75,-0.24,50,0,0.0,VerticalHorizontal,False,False,gpt-5.2,,
23.75,-0.19772,50,0,0.0,VerticalHorizontal,False,False,gpt-5.2,,
23.75,-0.15953,50,0,0.0,VerticalHorizontal,False,False,gpt-5.2,,
23.75,-0.12544,50,2,0.04,VerticalHorizontal,False,False,gpt-5.2,,
23.75,-0.09544,50,17,0.34,VerticalHorizontal,False,False,gpt-5.2,,
23.75,-0.06953,50,46,0.92,VerticalHorizontal,False,False,gpt-5.2,,
23.75,-0.04772,50,50,1.0,VerticalHorizontal,False,False,gpt-5.2,,
23.75,-0.03,50,50,1.0,VerticalHorizontal,False,False,gpt-5.2,,
23.75,0.03,50,0,0.0,VerticalHorizontal,False,False,gpt-5.2,,
23.75,0.04772,50,0,0.0,VerticalHorizontal,False,False,gpt-5.2,,
23.75,0.06953,50,2,0.04,VerticalHorizontal,False,False,gpt-5.2,,
23.75,0.09544,50,0,0.0,VerticalHorizontal,False,False,gpt-5.2,,
23.75,0.12544,50,48,0.96,VerticalHorizontal,False,False,gpt-5.2,,
23.75,0.15953,50,15,0.3,VerticalHorizontal,False,False,gpt-5.2,,
23.75,0.19772,50,32,0.64,VerticalHorizontal,False,False,gpt-5.2,,
23.75,0.24,50,8,0.16,VerticalHorizontal,False,False,gpt-5.2,,
23.75,0.32,50,50,1.0,VerticalHorizontal,False,False,gpt-5.2,,
23.75,0.42,50,50,1.0,VerticalHorizontal,False,False,gpt-5.2,,
23.75,0.54,50,50,1.0,VerticalHorizontal,False,False,gpt-5.2,,
23.75,0.7,50,50,1.0,VerticalHorizontal,False,False,gpt-5.2,,
28.5,-0.24,100,0,0.0,VerticalHorizontal,False,False,gpt-5.2,,
28.5,-0.19772,100,0,0.0,VerticalHorizontal,False,True,gpt-5.2,3.0,1.0
28.5,-0.15953,100,1,0.01,VerticalHorizontal,False,False,gpt-5.2,,
28.5,-0.12544,100,10,0.1,VerticalHorizontal,False,True,gpt-5.2,3.0,1.0
28.5,-0.09544,100,51,0.51,VerticalHorizontal,False,False,gpt-5.2,,
28.5,-0.06953,100,79,0.79,VerticalHorizontal,False,True,gpt-5.2,3.0,1.0
28.5,-0.04772,100,95,0.95,VerticalHorizontal,False,False,gpt-5.2,,
28.5,-0.03,100,100,1.0,VerticalHorizontal,False,True,gpt-5.2,3.0,1.0
28.5,0.03,100,2,0.02,VerticalHorizontal,False,True,gpt-5.2,3.0,-1.0
28.5,0.04772,100,4,0.04,VerticalHorizontal,False,False,gpt-5.2,,
28.5,0.06953,100,43,0.43,VerticalHorizontal,False,True,gpt-5.2,3.0,-1.0
28.5,0.09544,100,21,0.21,VerticalHorizontal,False,False,gpt-5.2,,
28.5,0.12544,100,41,0.41,VerticalHorizontal,False,True,gpt-5.2,3.0,-1.0
28.5,0.15953,100,33,0.33,VerticalHorizontal,False,False,gpt-5.2,,
28.5,0.19772,100,36,0.36,VerticalHorizontal,False,True,gpt-5.2,3.0,-1.0
28.5,0.24,100,78,0.78,VerticalHorizontal,False,False,gpt-5.2,,
28.5,0.277,30,16,0.5333333333333333,VerticalHorizontal,False,False,gpt-5.2,,
28.5,0.32,100,53,0.53,VerticalHorizontal,False,False,gpt-5.2,,
28.5,0.369,30,29,0.9666666666666668,VerticalHorizontal,False,False,gpt-5.2,,
28.5,0.42,100,100,1.0,VerticalHorizontal,False,False,gpt-5.2,,
28.5,0.475,30,29,0.9666666666666668,VerticalHorizontal,False,False,gpt-5.2,,
28.5,0.54,100,100,1.0,VerticalHorizontal,False,False,gpt-5.2,,
28.5,0.611,30,30,1.0,VerticalHorizontal,False,False,gpt-5.2,,
28.5,0.7,100,100,1.0,VerticalHorizontal,False,False,gpt-5.2,,
38.0,-0.24,100,6,0.06,VerticalHorizontal,False,True,gpt-5.2,4.0,1.0
38.0,-0.19772,100,13,0.13,VerticalHorizontal,False,False,gpt-5.2,,
38.0,-0.15953,100,77,0.77,VerticalHorizontal,False,True,gpt-5.2,4.0,1.0
38.0,-0.12544,100,68,0.68,VerticalHorizontal,False,False,gpt-5.2,,
38.0,-0.09544,100,98,0.98,VerticalHorizontal,False,True,gpt-5.2,4.0,1.0
38.0,-0.06953,100,100,1.0,VerticalHorizontal,False,False,gpt-5.2,,
38.0,-0.04772,100,100,1.0,VerticalHorizontal,False,True,gpt-5.2,4.0,1.0
38.0,-0.03,100,100,1.0,VerticalHorizontal,False,False,gpt-5.2,,
38.0,0.03,100,0,0.0,VerticalHorizontal,False,False,gpt-5.2,,
38.0,0.04772,100,0,0.0,VerticalHorizontal,False,True,gpt-5.2,4.0,-1.0
38.0,0.06953,100,0,0.0,VerticalHorizontal,False,False,gpt-5.2,,
38.0,0.09544,100,0,0.0,VerticalHorizontal,False,True,gpt-5.2,4.0,-1.0
38.0,0.12544,100,0,0.0,VerticalHorizontal,False,False,gpt-5.2,,
38.0,0.15953,100,2,0.02,VerticalHorizontal,False,True,gpt-5.2,4.0,-1.0
38.0,0.19772,100,0,0.0,VerticalHorizontal,False,False,gpt-5.2,,
38.0,0.24,100,1,0.01,VerticalHorizontal,False,True,gpt-5.2,4.0,-1.0
38.0,0.277,30,1,0.0333333333333333,VerticalHorizontal,False,False,gpt-5.2,,
38.0,0.32,100,6,0.06,VerticalHorizontal,False,False,gpt-5.2,,
38.0,0.369,30,8,0.2666666666666666,VerticalHorizontal,False,False,gpt-5.2,,
38.0,0.42,100,99,0.99,VerticalHorizontal,False,False,gpt-5.2,,
38.0,0.475,30,29,0.9666666666666668,VerticalHorizontal,False,False,gpt-5.2,,
