illusion_strength,true_diff,n_trials,n_positive,prop_positive,illusion,strength_sign_flipped,shared,species,k_abs,direction
38.0,0.54,100,100,1.0,VerticalHorizontal,False,False,gpt-5.2,,
38.0,0.611,30,30,1.0,VerticalHorizontal,False,False,gpt-5.2,,
38.0,0.7,100,100,1.0,VerticalHorizontal,False,False,gpt-5.2,,
47.5,-0.24,100,0,0.0,VerticalHorizontal,False,False,gpt-5.2,,
47.5,-0.19772,100,0,0.0,VerticalHorizontal,False,True,gpt-5.2,5.0,1.0
47.5,-0.15953,100,32,0.32,VerticalHorizontal,False,False,gpt-5.2,,
47.5,-0.12544,100,6,0.06,VerticalHorizontal,False,True,gpt-5.2,5.0,1.0
47.5,-0.09544,100,71,0.71,VerticalHorizontal,False,False,gpt-5.2,,
47.5,-0.06953,100,50,0.5,VerticalHorizontal,False,True,gpt-5.2,5.0,1.0
47.5,-0.04772,100,50,0.5,VerticalHorizontal,False,False,gpt-5.2,,
47.5,-0.03,100,87,0.87,VerticalHorizontal,False,True,gpt-5.2,5.0,1.0
47.5,0.03,100,0,0.0,VerticalHorizontal,False,True,gpt-5.2,5.0,-1.0
47.5,0.04772,100,0,0.0,VerticalHorizontal,False,False,gpt-5.2,,
47.5,0.06953,100,3,0.03,VerticalHorizontal,False,True,gpt-5.2,5.0,-1.0
47.5,0.09544,100,13,0.13,VerticalHorizontal,False,False,gpt-5.2,,
47.5,0.12544,100,5,0.05,VerticalHorizontal,False,True,gpt-5.2,5.0,-1.0
47.5,0.15953,100,16,0.16,VerticalHorizontal,False,False,gpt-5.2,,
47.5,0.19772,100,39,0.39,VerticalHorizontal,False,True,gpt-5.2,5.0,-1.0
47.5,0.24,100,71,0.71,VerticalHorizontal,False,False,gpt-5.2,,
47.5,0.277,30,28,0.9333333333333332,VerticalHorizontal,False,False,gpt-5.2,,
47.5,0.32,100,63,0.63,VerticalHorizontal,False,False,gpt-5.2,,
47.5,0.369,30,30,1.0,VerticalHorizontal,False,False,gpt-5.2,,
47.5,0.42,100,100,1.0,VerticalHorizontal,False,False,gpt-5.2,,
47.5,0.475,30,30,1.0,VerticalHorizontal,False,False,gpt-5.2,,
47.5,0.54,100,100,1.0,VerticalHorizontal,False,False,gpt-5.2,,
47.5,0.611,30,30,1.0,VerticalHorizontal,False,False,gpt-5.2,,
47.5,0.7,100,100,1.0,VerticalHorizontal,False,False,gpt-5.2,,
57.0,-0.24,100,0,0.0,VerticalHorizontal,False,True,gpt-5.2,6.0,1.0
57.0,-0.19772,100,0,0.0,VerticalHorizontal,False,False,gpt-5.2,,
57.0,-0.15953,100,27,0.27,VerticalHorizontal,False,True,gpt-5.2,6.0,1.0
57.0,-0.12544,100,47,0.47,VerticalHorizontal,False,False,gpt-5.2,,
57.0,-0.09544,100,37,0.37,VerticalHorizontal,False,True,gpt-5.2,6.0,1.0
57.0,-0.06953,100,78,0.78,VerticalHorizontal,False,False,gpt-5.2,,
57.0,-0.04772,100,93,0.93,VerticalHorizontal,False,True,gpt-5.2,6.0,1.0
57.0,-0.03,100,85,0.85,VerticalHorizontal,False,False,gpt-5.2,,
57.0,0.03,100,0,0.0,VerticalHorizontal,False,False,gpt-5.2,,
57.0,0.04772,100,0,0.0,VerticalHorizontal,False,True,gpt-5.2,6.0,-1.0
57.0,0.06953,100,0,0.0,VerticalHorizontal,False,False,gpt-5.2,,
57.0,0.09544,100,1,0.01,VerticalHorizontal,False,True,gpt-5.2,6.0,-1.0
57.0,0.12544,100,2,0.02,VerticalHorizontal,False,False,gpt-5.2,,
57.0,0.15953,100,1,0.01,VerticalHorizontal,False,True,gpt-5.2,6.0,-1.0
57.0,0.19772,100,11,0.11,VerticalHorizontal,False,False,gpt-5.2,,
57.0,0.24,100,48,0.48,VerticalHorizontal,False,True,gpt-5.2,6.0,-1.0
57.0,0.277,30,18,0.6,VerticalHorizontal,False,False,gpt-5.2,,
57.0,0.32,100,13,0.13,VerticalHorizontal,False,False,gpt-5.2,,
57.0,0.369,30,30,1.0,VerticalHorizontal,False,False,gpt-5.2,,
57.0,0.42,100,100,1.0,VerticalHorizontal,False,False,gpt-5.2,,
57.0,0.475,30,30,1.0,VerticalHorizontal,False,False,gpt-5.2,,
57.0,0.54,100,100,1.0,VerticalHorizontal,False,False,gpt-5.2,,
57.0,0.611,30,30,1.0,VerticalHorizontal,False,False,gpt-5.2,,
57.0,0.7,100,100,1.0,VerticalHorizontal,False,False,gpt-5.2,,
66.5,-0.24,100,0,0.0,VerticalHorizontal,False,False,gpt-5.2,,
66.5,-0.19772,100,0,0.0,VerticalHorizontal,False,True,gpt-5.2,7.0,1.0
66.5,-0.15953,100,0,0.0,VerticalHorizontal,False,False,gpt-5.2,,
66.5,-0.12544,100,38,0.38,VerticalHorizontal,False,True,gpt-5.2,7.0,1.0
66.5,-0.09544,100,0,0.0,VerticalHorizontal,False,False,gpt-5.2,,
66.5,-0.06953,100,49,0.49,VerticalHorizontal,False,True,gpt-5.2,7.0,1.0
66.5,-0.04772,100,6,0.06,VerticalHorizontal,False,False,gpt-5.2,,
66.5,-0.03,100,1,0.01,VerticalHorizontal,False,True,gpt-5.2,7.0,1.0
66.5,0.03,100,0,0.0,VerticalHorizontal,False,True,gpt-5.2,7.0,-1.0
66.5,0.04772,100,0,0.0,VerticalHorizontal,False,False,gpt-5.2,,
66.5,0.06953,100,0,0.0,VerticalHorizontal,False,True,gpt-5.2,7.0,-1.0
66.5,0.09544,100,0,0.0,VerticalHorizontal,False,False,gpt-5.2,,
66.5,0.12544,100,1,0.01,VerticalHorizontal,False,True,gpt-5.2,7.0,-1.0
66.5,0.15953,100,30,0.3,VerticalHorizontal,False,False,gpt-5.2,,
66.5,0.19772,100,1,0.01,VerticalHorizontal,False,True,gpt-5.2,7.0,-1.0
66.5,0.24,100,51,0.51,VerticalHorizontal,False,False,gpt-5.2,,
66.5,0.277,30,30,1.0,VerticalHorizontal,False,False,gpt-5.2,,
66.5,0.32,100,62,0.62,VerticalHorizontal,False,False,gpt-5.2,,
66.5,0.369,30,30,1.0,VerticalHorizontal,False,False,gpt-5.2,,
66.5,0.42,100,94,0.94,VerticalHorizontal,False,False,gpt-5.2,,
66.5,0.475,30,28,0.9333333333333332,VerticalHorizontal,False,False,gpt-5.2,,
66.5,0.54,100,100,1.0,VerticalHorizontal,False,False,gpt-5.2,,
66.5,0.611,30,30,1.0,VerticalHorizontal,False,False,gpt-5.2,,
66.5,0.7,100,99,0.99,VerticalHorizontal,False,False,gpt-5.2,,
-25.2,-0.46,100,0,0.0,Ponzo,False,False,gpt-5.2,,
-25.2,-0.41,30,0,0.0,Ponzo,False,False,gpt-5.2,,
-25.2,-0.3587,100,0,0.0,Ponzo,False,True,gpt-5.2,7.0,-1.0
-25.2,-0.315,30,0,0.0,Ponzo,False,False,gpt-5.2,,
-25.2,-0.27349,100,0,0.0,Ponzo,False,False,gpt-5.2,,
-25.2,-0.238,30,0,0.0,Ponzo,False,False,gpt-5.2,,
-25.2,-0.20297,100,0,0.0,Ponzo,False,True,gpt-5.2,7.0,-1.0
-25.2,-0.173,30,0,0.0,Ponzo,False,False,gpt-5.2,,
-25.2,-0.14575,100,0,0.0,Ponzo,False,False,gpt-5.2,,
-25.2,-0.123,30,0,0.0,Ponzo,False,False,gpt-5.2,,
-25.2,-0.10044,100,1,0.01,Ponzo,False,True,gpt-5.2,7.0,-1.0
-25.2,-0.082,30,0,0.0,Ponzo,False,False,gpt-5.2,,
-25.2,-0.06565,100,12,0.12,Ponzo,False,False,gpt-5.2,,
-25.2,-0.052,30,2,0.0666666666666666,Ponzo,False,False,gpt-5.2,,
-25.2,-0.04,100,15,0.15,Ponzo,False,True,gpt-5.2,7.0,-1.0
-25.2,0.04,100,88,0.88,Ponzo,False,True,gpt-5.2,7.0,1.0
-25.2,0.052,30,25,0.8333333333333334,Ponzo,False,False,gpt-5.2,,
-25.2,0.06565,100,88,0.88,Ponzo,False,False,gpt-5.2,,
-25.2,0.082,30,29,0.9666666666666668,Ponzo,False,False,gpt-5.2,,
-25.2,0.10044,100,100,1.0,Ponzo,False,True,gpt-5.2,7.0,1.0
-25.2,0.123,30,27,0.9,Ponzo,False,False,gpt-5.2,,
-25.2,0.14575,100,99,0.99,Ponzo,False,False,gpt-5.2,,
-25.2,0.173,30,30,1.0,Ponzo,False,False,gpt-5.2,,
-25.2,0.20297,100,100,1.0,Ponzo,False,True,gpt-5.2,7.0,1.0
-25.2,0.238,30,30,1.0,Ponzo,False,False,gpt-5.2,,
-25.2,0.27349,100,100,1.0,Ponzo,False,False,gpt-5.2,,
-25.2,0.315,30,30,1.0,Ponzo,False,False,gpt-5.2,,
-25.2,0.3587,100,100,1.0,Ponzo,False,True,gpt-5.2,7.0,1.0
-25.2,0.41,30,30,1.0,Ponzo,False,False,gpt-5.2,,
-25.2,0.46,100,100,1.0,Ponzo,False,False,gpt-5.2,,
-25.2,0.56,30,30,1.0,Ponzo,False,False,gpt-5.2,,
-25.2,0.67,30,30,1.0,Ponzo,False,False,gpt-5.2,,
-21.6,-0.46,100,0,0.0,Ponzo,False,True,gpt-5.2,6.0,-1.0
-21.6,-0.41,30,0,0.0,Ponzo,False,False,gpt-5.2,,
-21.6,-0.3587,100,0,0.0,Ponzo,False,False,gpt-5.2,,
-21.6,-0.315,30,0,0.0,Ponzo,False,False,gpt-5.2,,
-21.6,-0.27349,100,0,0.0,Ponzo,False,True,gpt-5.2,6.0,-1.0
-21.6,-0.238,30,0,0.0,Ponzo,False,False,gpt-5.2,,
-21.6,-0.20297,100,0,0.0,Ponzo,False,False,gpt-5.2,,
-21.6,-0.173,30,0,0.0,Ponzo,False,False,gpt-5.2,,
-21.6,-0.14575,100,0,0.0,Ponzo,False,True,gpt-5.2,6.0,-1.0
-21.6,-0.123,30,0,0.0,Ponzo,False,False,gpt-5.2,,
-21.6,-0.10044,100,0,0.0,Ponzo,False,False,gpt-5.2,,
-21.6,-0.082,30,0,0.0,Ponzo,False,False,gpt-5.2,,
-21.6,-0.06565,100,8,0.08,Ponzo,False,True,gpt-5.2,6.0,-1.0
-21.6,-0.052,30,0,0.0,Ponzo,False,False,gpt-5.2,,
-21.6,-0.04,100,41,0.41,Ponzo,False,False,gpt-5.2,,
-21.6,0.04,100,35,0.35,Ponzo,False,False,gpt-5.2,,
-21.6,0.052,30,18,0.6,Ponzo,False,False,gpt-5.2,,
-21.6,0.06565,100,69,0.69,Ponzo,False,True,gpt-5.2,6.0,1.0
-21.6,0.082,30,29,0.9666666666666668,Ponzo,False,False,gpt-5.2,,
-21.6,0.10044,100,91,0.91,Ponzo,False,False,gpt-5.2,,
-21.6,0.123,30,30,1.0,Ponzo,False,False,gpt-5.2,,
-21.6,0.14575,100,98,0.98,Ponzo,False,True,gpt-5.2,6.0,1.0
-21.6,0.173,30,30,1.0,Ponzo,False,False,gpt-5.2,,
-21.6,0.20297,100,100,1.0,Ponzo,False,False,gpt-5.2,,
-21.6,0.238,30,30,1.0,Ponzo,False,False,gpt-5.2,,
-21.6,0.27349,100,100,1.0,Ponzo,False,True,gpt-5.2,6.0,1.0
-21.6,0.315,30,30,1.0,Ponzo,False,False,gpt-5.2,,
-21.6,0.3587,100,100,1.0,Ponzo,False,False,gpt-5.2,,
-21.6,0.41,30,30,1.0,Ponzo,False,False,gpt-5.2,,
-21.6,0.46,100,100,1.0,Ponzo,False,True,gpt-5.2,6.0,1.0
-21.6,0.56,30,30,1.0,Ponzo,False,False,gpt-5.2,,
-21.6,0.67,30,30,1.0,Ponzo,False,False,gpt-5.2,,
-18.0,-0.46,100,0,0.0,Ponzo,False,False,gpt-5.2,,
-18.0,-0.41,30,0,0.0,Ponzo,False,False,gpt-5.2,,
-18.0,-0.3587,100,0,0.0,Ponzo,False,True,gpt-5.2,5.0,-1.0
-18.0,-0.315,30,0,0.0,Ponzo,False,False,gpt-5.2,,
-18.0,-0.27349,100,0,0.0,Ponzo,False,False,gpt-5.2,,
-18.0,-0.238,30,0,0.0,Ponzo,False,False,gpt-5.2,,
-18.0,-0.20297,100,0,0.0,Ponzo,False,True,gpt-5.2,5.0,-1.0
-18.0,-0.173,30,0,0.0,Ponzo,False,False,gpt-5.2,,
-18.0,-0.14575,100,0,0.0,Ponzo,False,False,gpt-5.2,,
-18.0,-0.123,30,0,0.0,Ponzo,False,False,gpt-5.2,,
-18.0,-0.10044,100,0,0.0,Ponzo,False,True,gpt-5.2,5.0,-1.0
-18.0,-0.082,30,0,0.0,Ponzo,False,False,gpt-5.2,,
-18.0,-0.06565,100,3,0.03,Ponzo,False,False,gpt-5.2,,
-18.0,-0.052,30,0,0.0,Ponzo,False,False,gpt-5.2,,
-18.0,-0.04,100,28,0.28,Ponzo,False,True,gpt-5.2,5.0,-1.0
-18.0,0.04,100,82,0.82,Ponzo,False,True,gpt-5.2,5.0,1.0
-18.0,0.052,30,14,0.4666666666666667,Ponzo,False,False,gpt-5.2,,
-18.0,0.06565,100,95,0.95,Ponzo,False,False,gpt-5.2,,
-18.0,0.082,30,30,1.0,Ponzo,False,False,gpt-5.2,,
-18.0,0.10044,100,100,1.0,Ponzo,False,True,gpt-5.2,5.0,1.0
-18.0,0.123,30,30,1.0,Ponzo,False,False,gpt-5.2,,
-18.0,0.14575,100,100,1.0,Ponzo,False,False,gpt-5.2,,
-18.0,0.173,30,30,1.0,Ponzo,False,False,gpt-5.2,,
-18.0,0.20297,100,100,1.0,Ponzo,False,True,gpt-5.2,5.0,1.0
-18.0,0.238,30,30,1.0,Ponzo,False,False,gpt-5.2,,
-18.0,0.27349,100,100,1.0,Ponzo,False,False,gpt-5.2,,
-18.0,0.315,30,30,1.0,Ponzo,False,False,gpt-5.2,,
-18.0,0.3587,100,100,1.0,Ponzo,False,True,gpt-5.2,5.0,1.0
-18.0,0.41,30,30,1.0,Ponzo,False,False,gpt-5.2,,
-18.0,0.46,100,100,1.0,Ponzo,False,False,gpt-5.2,,
-18.0,0.56,30,30,1.0,Ponzo,False,False,gpt-5.2,,
-18.0,0.67,30,30,1.0,Ponzo,False,False,gpt-5.2,,
-14.4,-0.46,100,0,0.0,Ponzo,False,True,gpt-5.2,4.0,-1.0
-14.4,-0.41,30,0,0.0,Ponzo,False,False,gpt-5.2,,
-14.4,-0.3587,100,0,0.0,Ponzo,False,False,gpt-5.2,,
-14.4,-0.315,30,0,0.0,Ponzo,False,False,gpt-5.2,,
-14.4,-0.27349,100,0,0.0,Ponzo,False,True,gpt-5.2,4.0,-1.0
-14.4,-0.238,30,0,0.0,Ponzo,False,False,gpt-5.2,,
-14.4,-0.20297,100,0,0.0,Ponzo,False,False,gpt-5.2,,
-14.4,-0.173,30,0,0.0,Ponzo,False,False,gpt-5.2,,
-14.4,-0.14575,100,0,0.0,Ponzo,False,True,gpt-5.2,4.0,-1.0
-14.4,-0.123,30,0,0.0,Ponzo,False,False,gpt-5.2,,
-14.4,-0.10044,100,0,0.0,Ponzo,False,False,gpt-5.2,,
-14.4,-0.082,30,1,0.0333333333333333,Ponzo,False,False,gpt-5.2,,
-14.4,-0.06565,100,2,0.02,Ponzo,False,True,gpt-5.2,4.0,-1.0
-14.4,-0.052,30,2,0.0666666666666666,Ponzo,False,False,gpt-5.2,,
-14.4,-0.04,100,9,0.09,Ponzo,False,False,gpt-5.2,,
-14.4,0.04,100,67,0.67,Ponzo,False,False,gpt-5.2,,
-14.4,0.052,30,29,0.9666666666666668,Ponzo,False,False,gpt-5.2,,
-14.4,0.06565,100,99,0.99,Ponzo,False,True,gpt-5.2,4.0,1.0
-14.4,0.082,30,29,0.9666666666666668,Ponzo,False,False,gpt-5.2,,
-14.4,0.10044,100,98,0.98,Ponzo,False,False,gpt-5.2,,
-14.4,0.123,30,30,1.0,Ponzo,False,False,gpt-5.2,,
-14.4,0.14575,100,100,1.0,Ponzo,False,True,gpt-5.2,4.0,1.0
-14.4,0.173,30,30,1.0,Ponzo,False,False,gpt-5.2,,
-14.4,0.20297,100,100,1.0,Ponzo,False,False,gpt-5.2,,
-14.4,0.238,30,30,1.0,Ponzo,False,False,gpt-5.2,,
-14.4,0.27349,100,100,1.0,Ponzo,False,True,gpt-5.2,4.0,1.0
-14.4,0.315,30,30,1.0,Ponzo,False,False,gpt-5.2,,
-14.4,0.3587,100,100,1.0,Ponzo,False,False,gpt-5.2,,
-14.4,0.41,30,30,1.0,Ponzo,False,False,gpt-5.2,,
-14.4,0.46,100,100,1.0,Ponzo,False,True,gpt-5.2,4.0,1.0
-14.4,0.56,30,30,1.0,Ponzo,False,False,gpt-5.2,,
-14.4,0.67,30,30,1.0,Ponzo,False,False,gpt-5.2,,
-10.8,-0.46,100,0,0.0,Ponzo,False,False,gpt-5.2,,
-10.8,-0.41,30,0,0.0,Ponzo,False,False,gpt-5.2,,
-10.8,-0.3587,100,0,0.0,Ponzo,False,True,gpt-5.2,3.0,-1.0
-10.8,-0.315,30,0,0.0,Ponzo,False,False,gpt-5.2,,
-10.8,-0.27349,100,0,0.0,Ponzo,False,False,gpt-5.2,,
-10.8,-0.238,30,0,0.0,Ponzo,False,False,gpt-5.2,,
-10.8,-0.20297,100,0,0.0,Ponzo,False,True,gpt-5.2,3.0,-1.0
-10.8,-0.173,30,0,0.0,Ponzo,False,False,gpt-5.2,,
-10.8,-0.14575,100,0,0.0,Ponzo,False,False,gpt-5.2,,
-10.8,-0.123,30,0,0.0,Ponzo,False,False,gpt-5.2,,
-10.8,-0.10044,100,7,0.07,Ponzo,False,True,gpt-5.2,3.0,-1.0
-10.8,-0.082,30,0,0.0,Ponzo,False,False,gpt-5.2,,
-10.8,-0.06565,100,20,0.2,Ponzo,False,False,gpt-5.2,,
-10.8,-0.052,30,17,0.5666666666666667,Ponzo,False,False,gpt-5.2,,
-10.8,-0.04,100,20,0.2,Ponzo,False,True,gpt-5.2,3.0,-1.0
-10.8,0.04,100,99,0.99,Ponzo,False,True,gpt-5.2,3.0,1.0
-10.8,0.052,30,19,0.6333333333333333,Ponzo,False,False,gpt-5.2,,
-10.8,0.06565,100,47,0.47,Ponzo,False,False,gpt-5.2,,
-10.8,0.082,30,30,1.0,Ponzo,False,False,gpt-5.2,,
-10.8,0.10044,100,59,0.59,Ponzo,False,True,gpt-5.2,3.0,1.0
-10.8,0.123,30,30,1.0,Ponzo,False,False,gpt-5.2,,
-10.8,0.14575,100,98,0.98,Ponzo,False,False,gpt-5.2,,
-10.8,0.173,30,30,1.0,Ponzo,False,False,gpt-5.2,,
-10.8,0.20297,100,100,1.0,Ponzo,False,True,gpt-5.2,3.0,1.0
-10.8,0.238,30,30,1.0,Ponzo,False,False,gpt-5.2,,
-10.8,0.27349,100,100,1.0,Ponzo,False,False,gpt-5.2,,
-10.8,0.315,30,30,1.0,Ponzo,False,False,gpt-5.2,,
-10.8,0.3587,100,100,1.0,Ponzo,False,True,gpt-5.2,3.0,1.0
-10.8,0.41,30,30,1.0,Ponzo,False,False,gpt-5.2,,
-10.8,0.46,100,100,1.0,Ponzo,False,False,gpt-5.2,,
-10.8,0.56,30,30,1.0,Ponzo,False,False,gpt-5.2,,
-10.8,0.67,30,30,1.0,Ponzo,False,False,gpt-5.2,,
-7.2,-0.46,100,0,0.0,Ponzo,False,True,gpt-5.2,2.0,-1.0
-7.2,-0.41,30,0,0.0,Ponzo,False,False,gpt-5.2,,
-7.2,-0.3587,100,0,0.0,Ponzo,False,False,gpt-5.2,,
-7.2,-0.315,30,0,0.0,Ponzo,False,False,gpt-5.2,,
-7.2,-0.27349,100,0,0.0,Ponzo,False,True,gpt-5.2,2.0,-1.0
-7.2,-0.238,30,0,0.0,Ponzo,False,False,gpt-5.2,,
-7.2,-0.20297,100,0,0.0,Ponzo,False,False,gpt-5.2,,
-7.2,-0.173,30,0,0.0,Ponzo,False,False,gpt-5.2,,
-7.2,-0.14575,100,0,0.0,Ponzo,False,True,gpt-5.2,2.0,-1.0
-7.2,-0.123,30,0,0.0,Ponzo,False,False,gpt-5.2,,
-7.2,-0.10044,100,36,0.36,Ponzo,False,False,gpt-5.2,,
-7.2,-0.082,30,1,0.0333333333333333,Ponzo,False,False,gpt-5.2,,
-7.2,-0.06565,100,41,0.41,Ponzo,False,True,gpt-5.2,2.0,-1.0
-7.2,-0.052,30,3,0.1,Ponzo,False,False,gpt-5.2,,
-7.2,-0.04,100,33,0.33,Ponzo,False,False,gpt-5.2,,
-7.2,0.04,100,29,0.29,Ponzo,False,False,gpt-5.2,,
-7.2,0.052,30,9,0.3,Ponzo,False,False,gpt-5.2,,
-7.2,0.06565,100,27,0.27,Ponzo,False,True,gpt-5.2,2.0,1.0
-7.2,0.082,30,27,0.9,Ponzo,False,False,gpt-5.2,,
-7.2,0.10044,100,85,0.85,Ponzo,False,False,gpt-5.2,,
-7.2,0.123,30,23,0.7666666666666667,Ponzo,False,False,gpt-5.2,,
-7.2,0.14575,100,100,1.0,Ponzo,False,True,gpt-5.2,2.0,1.0
-7.2,0.173,30,29,0.9666666666666668,Ponzo,False,False,gpt-5.2,,
-7.2,0.20297,100,100,1.0,Ponzo,False,False,gpt-5.2,,
-7.2,0.238,30,30,1.0,Ponzo,False,False,gpt-5.2,,
-7.2,0.27349,100,100,1.0,Ponzo,False,True,gpt-5.2,2.0,1.0
-7.2,0.315,30,30,1.0,Ponzo,False,False,gpt-5.2,,
-7.2,0.3587,100,100,1.0,Ponzo,False,False,gpt-5.2,,
-7.2,0.41,30,30,1.0,Ponzo,False,False,gpt-5.2,,
-7.2,0.46,100,100,1.0,Ponzo,False,True,gpt-5.2,2.0,1.0
-7.2,0.56,30,30,1.0,Ponzo,False,False,gpt-5.2,,
-7.2,0.67,30,30,1.0,Ponzo,False,False,gpt-5.2,,
-3.6,-0.46,100,0,0.0,Ponzo,False,False,gpt-5.2,,
-3.6,-0.41,30,0,0.0,Ponzo,False,False,gpt-5.2,,
-3.6,-0.3587,100,0,0.0,Ponzo,False,True,gpt-5.2,1.0,-1.0
-3.6,-0.315,30,0,0.0,Ponzo,False,False,gpt-5.2,,
-3.6,-0.27349,100,0,0.0,Ponzo,False,False,gpt-5.2,,
-3.6,-0.238,30,0,0.0,Ponzo,False,False,gpt-5.2,,
-3.6,-0.20297,100,0,0.0,Ponzo,False,True,gpt-5.2,1.0,-1.0
-3.6,-0.173,30,0,0.0,Ponzo,False,False,gpt-5.2,,
-3.6,-0.14575,100,0,0.0,Ponzo,False,False,gpt-5.2,,
-3.6,-0.123,30,0,0.0,Ponzo,False,False,gpt-5.2,,
-3.6,-0.10044,100,1,0.01,Ponzo,False,True,gpt-5.2,1.0,-1.0
-3.6,-0.082,30,6,0.2,Ponzo,False,False,gpt-5.2,,
-3.6,-0.06565,100,14,0.14,Ponzo,False,False,gpt-5.2,,
-3.6,-0.052,30,13,0.4333333333333333,Ponzo,False,False,gpt-5.2,,
-3.6,-0.04,100,31,0.31,Ponzo,False,True,gpt-5.2,1.0,-1.0
-3.6,0.04,100,41,0.41,Ponzo,False,True,gpt-5.2,1.0,1.0
-3.6,0.052,30,12,0.4,Ponzo,False,False,gpt-5.2,,
-3.6,0.06565,100,59,0.59,Ponzo,False,False,gpt-5.2,,
-3.6,0.082,30,24,0.8,Ponzo,False,False,gpt-5.2,,
-3.6,0.10044,100,79,0.79,Ponzo,False,True,gpt-5.2,1.0,1.0
-3.6,0.123,30,30,1.0,Ponzo,False,False,gpt-5.2,,
-3.6,0.14575,100,100,1.0,Ponzo,False,False,gpt-5.2,,
-3.6,0.173,30,23,0.7666666666666667,Ponzo,False,False,gpt-5.2,,
-3.6,0.20297,100,100,1.0,Ponzo,False,True,gpt-5.2,1.0,1.0
-3.6,0.238,30,30,1.0,Ponzo,False,False,gpt-5.2,,
-3.6,0.27349,100,100,1.0,Ponzo,False,False,gpt-5.2,,
-3.6,0.315,30,30,1.0,Ponzo,False,False,gpt-5.2,,
-3.6,0.3587,100,100,1.0,Ponzo,False,True,gpt-5.2,1.0,1.0
-3.6,0.41,30,30,1.0,Ponzo,False,False,gpt-5.2,,
-3.6,0.46,100,100,1.0,Ponzo,False,False,gpt-5.2,,
-3.6,0.56,30,30,1.0,Ponzo,False,False,gpt-5.2,,
-3.6,0.67,30,30,1.0,Ponzo,False,False,gpt-5.2,,
0.0,-0.46,100,0,0.0,Ponzo,False,True,gpt-5.2,,
0.0,-0.41,30,0,0.0,Ponzo,False,False,gpt-5.2,,
0.0,-0.3587,100,0,0.0,Ponzo,False,True,gpt-5.2,,
0.0,-0.315,30,0,0.0,Ponzo,False,False,gpt-5.2,,
0.0,-0.27349,100,0,0.0,Ponzo,False,True,gpt-5.2,,
0.0,-0.238,30,0,0.0,Ponzo,False,False,gpt-5.2,,
0.0,-0.20297,100,0,0.0,Ponzo,False,True,gpt-5.2,,
0.0,-0.173,30,0,0.0,Ponzo,False,False,gpt-5.2,,
0.0,-0.14575,100,0,0.0,Ponzo,False,True,gpt-5.2,,
0.0,-0.123,30,0,0.0,Ponzo,False,False,gpt-5.2,,
0.0,-0.10044,100,0,0.0,Ponzo,False,True,gpt-5.2,,
0.0,-0.082,30,0,0.0,Ponzo,False,False,gpt-5.2,,
0.0,-0.06565,100,0,0.0,Ponzo,False,True,gpt-5.2,,
0.0,-0.052,30,0,0.0,Ponzo,False,False,gpt-5.2,,
0.0,-0.04,100,45,0.45,Ponzo,False,True,gpt-5.2,,
0.0,0.04,100,100,1.0,Ponzo,False,True,gpt-5.2,,
0.0,0.052,30,30,1.0,Ponzo,False,False,gpt-5.2,,
0.0,0.06565,100,100,1.0,Ponzo,False,True,gpt-5.2,,
0.0,0.082,30,30,1.0,Ponzo,False,False,gpt-5.2,,
0.0,0.10044,100,100,1.0,Ponzo,False,True,gpt-5.2,,
0.0,0.123,30,30,1.0,Ponzo,False,False,gpt-5.2,,
0.0,0.14575,100,100,1.0,Ponzo,False,True,gpt-5.2,,
0.0,0.173,30,30,1.0,Ponzo,False,False,gpt-5.2,,
0.0,0.20297,100,100,1.0,Ponzo,False,True,gpt-5.2,,
0.0,0.238,30,30,1.0,Ponzo,False,False,gpt-5.2,,
0.0,0.27349,100,100,1.0,Ponzo,False,True,gpt-5.2,,
0.0,0.315,30,30,1.0,Ponzo,False,False,gpt-5.2,,
0.0,0.3587,100,100,1.0,Ponzo,False,True,gpt-5.2,,
0.0,0.41,30,30,1.0,Ponzo,False,False,gpt-5.2,,
0.0,0.46,100,100,1.0,Ponzo,False,True,gpt-5.2,,
0.0,0.56,30,30,1.0,Ponzo,False,False,gpt-5.2,,
0.0,0.67,30,30,1.0,Ponzo,False,False,gpt-5.2,,
3.6,-0.46,100,0,0.0,Ponzo,False,False,gpt-5.2,,
3.6,-0.41,30,0,0.0,Ponzo,False,False,gpt-5.2,,
3.6,-0.3587,100,0,0.0,Ponzo,False,True,gpt-5.2,1.0,1.0
3.6,-0.315,30,0,0.0,Ponzo,False,False,gpt-5.2,,
3.6,-0.27349,100,0,0.0,Ponzo,False,False,gpt-5.2,,
3.6,-0.238,30,0,0.0,Ponzo,False,False,gpt-5.2,,
3.6,-0.20297,100,0,0.0,Ponzo,False,True,gpt-5.2,1.0,1.0
3.6,-0.173,30,0,0.0,Ponzo,False,False,gpt-5.2,,
3.6,-0.14575,100,0,0.0,Ponzo,False,False,gpt-5.2,,
3.6,-0.123,30,0,0.0,Ponzo,False,False,gpt-5.2,,
3.6,-0.10044,100,0,0.0,Ponzo,False,True,gpt-5.2,1.0,1.0
3.6,-0.082,30,0,0.0,Ponzo,False,False,gpt-5.2,,
3.6,-0.06565,100,15,0.15,Ponzo,False,False,gpt-5.2,,
3.6,-0.052,30,19,0.6333333333333333,Ponzo,False,False,gpt-5.2,,
3.6,-0.04,100,53,0.53,Ponzo,False,True,gpt-5.2,1.0,1.0
