illusion_strength,pse,sigma,pse_se,sigma_se,fit_success,note
-31.5,0.0,0.1,0.0,0.0,True,
-27.0,0.0,0.1,0.0,0.0,True,
-22.5,0.0,0.1,0.0,0.0,True,
-18.0,0.0,0.1,0.0,0.0,True,
-13.5,0.0,0.1,0.0,0.0,True,
-9.0,0.0,0.1,0.0,0.0,True,
-4.5,0.0,0.1,0.0,0.0,True,
0.0,0.0,0.1,0.0,0.0,True,
4.5,0.0,0.1,0.0,0.0,True,
9.0,0.0,0.1,0.0,0.0,True,
13.5,0.0,0.1,0.0,0.0,True,
18.0,0.0,0.1,0.0,0.0,True,
22.5,0.0,0.1,0.0,0.0,True,
27.0,0.0,0.1,0.0,0.0,True,
31.5,0.0,0.1,0.0,0.0,True,
