model,illusion,baseline_PSE_abs,fit_success_rate,PSE_range_across_strength,slope_range_across_strength,asymmetry_index,monotonic_trend_PSE,monotonic_trend_error,usable_for_PSE_shift,usable_for_shape_effect
gpt-5.2,Delboeuf,0.0855,1.0,0.5236,40.69933,-0.0539,0.3485,-0.6309,True,True
