illusion_strength,true_diff,n_trials,n_positive,prop_positive
1.16,-0.55124,20,0,0.0
1.16,-0.4252,20,2,0.1
1.16,-0.32001,20,1,0.05
1.16,-0.23378,20,3,0.15
1.16,-0.16462,20,11,0.55
1.16,-0.11066,20,3,0.15
1.16,-0.07,20,6,0.3
1.16,0.07,20,16,0.8
1.16,0.11066,20,18,0.9
1.16,0.16462,20,20,1.0
1.16,0.23378,20,18,0.9
1.16,0.32001,20,15,0.75
1.16,0.4252,20,20,1.0
1.16,0.55124,20,20,1.0
1.16,0.7,20,20,1.0
1.45,-0.7,20,0,0.0
1.45,-0.55124,20,0,0.0
1.45,-0.4252,20,0,0.0
1.45,-0.32001,20,0,0.0
1.45,-0.23378,20,9,0.45
1.45,-0.16462,20,4,0.2
1.45,-0.11066,20,13,0.65
1.45,-0.07,20,13,0.65
1.45,0.07,20,10,0.5
1.45,0.11066,20,13,0.65
1.45,0.16462,20,12,0.6
1.45,0.23378,20,9,0.45
1.45,0.32001,20,8,0.4
1.45,0.4252,20,11,0.55
1.45,0.55124,20,20,1.0
1.45,0.7,20,20,1.0
1.74,-0.7,20,1,0.05
1.74,-0.55124,20,0,0.0
1.74,-0.4252,20,4,0.2
1.74,-0.32001,20,5,0.25
1.74,-0.23378,20,11,0.55
1.74,-0.16462,20,10,0.5
1.74,-0.11066,20,15,0.75
1.74,-0.07,20,16,0.8
1.74,0.07,20,3,0.15
1.74,0.11066,20,11,0.55
1.74,0.16462,20,8,0.4
1.74,0.23378,20,5,0.25
1.74,0.32001,20,12,0.6
1.74,0.4252,20,20,1.0
1.74,0.55124,20,17,0.85
1.74,0.7,20,19,0.95
2.03,-0.7,20,1,0.05
2.03,-0.55124,20,0,0.0
2.03,-0.4252,20,0,0.0
2.03,-0.32001,20,8,0.4
2.03,-0.23378,20,3,0.15
2.03,-0.16462,20,8,0.4
2.03,-0.11066,20,16,0.8
2.03,-0.07,20,17,0.85
2.03,0.07,20,9,0.45
2.03,0.11066,20,16,0.8
2.03,0.16462,20,13,0.65
2.03,0.23378,20,8,0.4
2.03,0.32001,20,14,0.7
2.03,0.4252,20,16,0.8
2.03,0.55124,20,20,1.0
2.03,0.7,20,20,1.0
