model,illusion,illusion_strength,true_diff,n_trials,n_positive_response,p_positive_response,accuracy,positive_option_label
gpt-5.2,VerticalHorizontal,66.5,0.09544,100,0,0.0,0.0,Left
gpt-5.2,VerticalHorizontal,66.5,0.12544,100,1,0.01,0.01,Left
gpt-5.2,VerticalHorizontal,66.5,0.15953,100,30,0.3,0.3,Left
gpt-5.2,VerticalHorizontal,66.5,0.19772,100,1,0.01,0.01,Left
gpt-5.2,VerticalHorizontal,66.5,0.24,100,51,0.51,0.51,Left
gpt-5.2,VerticalHorizontal,66.5,0.277,30,30,1.0,1.0,Left
gpt-5.2,VerticalHorizontal,66.5,0.32,100,62,0.62,0.62,Left
gpt-5.2,VerticalHorizontal,66.5,0.369,30,30,1.0,1.0,Left
gpt-5.2,VerticalHorizontal,66.5,0.42,100,94,0.94,0.94,Left
gpt-5.2,VerticalHorizontal,66.5,0.475,30,28,0.9333333333333333,0.9333333333333333,Left
gpt-5.2,VerticalHorizontal,66.5,0.54,100,100,1.0,1.0,Left
gpt-5.2,VerticalHorizontal,66.5,0.611,30,30,1.0,1.0,Left
gpt-5.2,VerticalHorizontal,66.5,0.7,100,99,0.99,0.99,Left
