model,illusion,illusion_strength,true_diff,n_trials,n_positive_response,p_positive_response,accuracy,positive_option_label
gpt-5.2,Ponzo,25.2,-0.41,30,0,0.0,1.0,Top
gpt-5.2,Ponzo,25.2,-0.3587,100,0,0.0,1.0,Top
gpt-5.2,Ponzo,25.2,-0.315,30,0,0.0,1.0,Top
gpt-5.2,Ponzo,25.2,-0.27349,100,0,0.0,1.0,Top
gpt-5.2,Ponzo,25.2,-0.238,30,0,0.0,1.0,Top
gpt-5.2,Ponzo,25.2,-0.20297,100,1,0.01,0.99,Top
gpt-5.2,Ponzo,25.2,-0.173,30,0,0.0,1.0,Top
gpt-5.2,Ponzo,25.2,-0.14575,100,11,0.11,0.89,Top
gpt-5.2,Ponzo,25.2,-0.123,30,13,0.43333333333333335,0.5666666666666667,Top
gpt-5.2,Ponzo,25.2,-0.10044,100,52,0.52,0.48,Top
gpt-5.2,Ponzo,25.2,-0.082,30,18,0.6,0.4,Top
gpt-5.2,Ponzo,25.2,-0.06565,100,37,0.37,0.63,Top
gpt-5.2,Ponzo,25.2,-0.052,30,10,0.3333333333333333,0.6666666666666666,Top
gpt-5.2,Ponzo,25.2,-0.04,100,74,0.74,0.26,Top
gpt-5.2,Ponzo,25.2,0.04,100,43,0.43,0.43,Top
gpt-5.2,Ponzo,25.2,0.052,30,16,0.5333333333333333,0.5333333333333333,Top
gpt-5.2,Ponzo,25.2,0.06565,100,66,0.66,0.66,Top
gpt-5.2,Ponzo,25.2,0.082,30,24,0.8,0.8,Top
gpt-5.2,Ponzo,25.2,0.10044,100,93,0.93,0.93,Top
gpt-5.2,Ponzo,25.2,0.123,30,30,1.0,1.0,Top
gpt-5.2,Ponzo,25.2,0.14575,100,100,1.0,1.0,Top
gpt-5.2,Ponzo,25.2,0.173,30,30,1.0,1.0,Top
gpt-5.2,Ponzo,25.2,0.20297,100,100,1.0,1.0,Top
gpt-5.2,Ponzo,25.2,0.238,30,30,1.0,1.0,Top
gpt-5.2,Ponzo,25.2,0.27349,100,99,0.99,0.99,Top
gpt-5.2,Ponzo,25.2,0.315,30,30,1.0,1.0,Top
gpt-5.2,Ponzo,25.2,0.3587,100,100,1.0,1.0,Top
gpt-5.2,Ponzo,25.2,0.41,30,30,1.0,1.0,Top
gpt-5.2,Ponzo,25.2,0.46,100,100,1.0,1.0,Top
gpt-5.2,Ponzo,25.2,0.56,30,30,1.0,1.0,Top
gpt-5.2,Ponzo,25.2,0.67,30,30,1.0,1.0,Top
